gid,fna,lat,long
3708,Cementerio de Animaná,-25.966382684999928,-65.94159047199997
3709,Cementerio de San Marcos Sierras,-30.788322738999966,-64.63798869799996
3710,Cementerio de Dolores,-30.906525599999952,-64.52893479999994
3711,Cementerio de La Cumbre,-30.97001402899997,-64.50183766399994
3712,Cementerio de Villa Giardino,-31.041507673999945,-64.47547751899998
3713,Cementerio de Santo Tomé,-28.558721398999978,-56.04140470899995
3714,Cementerio de Villegas,-34.705171330999974,-58.56198502299998
3715,Cementerio del Oeste,-34.58845532199996,-60.97150457699996
3716,Cementerio de San Gregorio,-34.319347049999976,-62.02061224999994
3717,Cementerio de Ballesteros Sud,-32.590852420999965,-63.03540468299997
3718,Cementerio Municipal de Cholila,-42.51560239799994,-71.47037265099993
3719,Cementerio Municipal de José C. Paz,-34.51255004999996,-58.803527377999956
3720,Cementerio de Corral de Bustos,-33.278285299999936,-62.20667959999997
3721,Cementerio de Telén,-36.26974994899996,-65.50407850099998
3722,Cementerio de Ucacha,-33.04003185999994,-63.516491652999946
3723,Cementerio Municipal de Monte,-35.44518494899995,-58.81219789399995
3724,Cementerio de Las Varillas,-31.861354155999948,-62.70450693399994
3725,Cementerio de San Isidro,-34.47258643999993,-58.52431734399994
3726,Cementerio de Bernardo de Irigoyen,-32.175107794999974,-61.091930170999944
3727,Cementerio de Santa Victoria,-22.25193673399997,-64.96761546099998
3728,Cementerio de Huinca Renancó,-34.84927061199994,-64.38555532399994
3729,Cementerio de Palo Seco,-26.79734797499998,-66.06154210599993
3730,Cementerio de Santa Cruz,-28.477937655999938,-67.69302555499996
3731,Cementerio Parque Rosedal Jardín de la Paz,-30.92021003499997,-64.50187214099998
3732,Cementerio San Jerónimo,-31.399924845999976,-64.21340993199993
3733,Cementerio de San Vicente,-31.415214849999984,-64.12688984699997
3734,Cementerio de Martín García,-34.18255425399997,-58.25078566199994
3735,Cementerio de Piruitas,-28.425251239999966,-63.956941590999975
3736,Cementerio de Los Castillo,-27.956354820999934,-65.82346233999994
3737,Cementerio Tierra de Paz,-27.409652178999977,-55.97222899299993
3738,Cementerio Parque del Buen Retiro,-34.56340632499996,-58.831495392999955
3739,Cementerio El Salvador,-32.95438789099995,-60.66612645799995
3740,Cementerio de Bigand,-33.38811923199995,-61.20261030399996
3741,Nuevo Cementerio Judío de Rosario,-32.96314018199996,-60.71714659899993
3742,Cementerio La Piedad,-32.961001901999964,-60.71362825299997
3743,Cementerio de Villa Gobernador Gálvez,-33.03857330999995,-60.654907994999974
3744,Cementerio de Santa Rosa,-36.602655752999965,-64.28338776399994
3745,Cementerio de Villa Mazán,-28.65552710999998,-66.53389437399994
3746,Cementerio de Bialet Massé,-31.295181368999977,-64.47272313799994
3747,Cementerio La Piedad,-32.40310770399998,-63.25530860699996
3748,Cementerio de Tres Arroyos,-38.40439098099995,-60.26135829599997
3749,Cementerio de Santa Teresa,-37.57299697499997,-63.422788423999975
3750,Cementerio de Toay,-36.713073245999965,-64.36405695699995
3751,Cementerio Municipal de Coronel Dorrego,-38.720688766999956,-61.271432318999985
3752,Cementerio Municipal de Garré,-36.57447812099997,-62.60186009999995
3753,Cementerio de San José,-33.310508090999974,-66.33758840299998
3754,Cementerio del Rosario,-33.30806672199998,-66.35044858499998
3755,Cementerio de Siján,-28.267046310999945,-66.23395140199995
3756,Cementerio de Basavilbaso,-32.35823225599995,-58.878909748999945
3757,Cementerio de Campo Ramón,-27.45525827499995,-55.042272010999966
3758,Cementerio de Villa Mercedes,-33.69912080699993,-65.44411069699999
3759,Cementerio de Victorica,-36.224001268999984,-65.43506692999995
3760,Cementerio de Concepción de la Sierra,-27.98169412699997,-55.53877616699998
3761,Cementerio de San Justo,-30.771502349999935,-60.58911514999994
3762,Cementerio de Clodomira,-27.585184282999933,-64.10750158499997
3763,Cementerio de Paso Grande,-32.88051165099995,-65.63062850399996
3764,Cementerio de Tama,-30.51289399999996,-66.53776243799996
3765,Cementerio de Río Tercero,-32.18397806899998,-64.08779297199999
3766,Cementerio de Trevelin,-43.102926099999934,-71.42935594999994
3767,Cementerio de Villaguay,-31.856426002999967,-59.04413927199994
3768,Cementerio de Chicoana,-25.110691577999944,-65.53945942599995
3769,Cementerio Municipal de Ramallo,-33.50339529099995,-60.03876800299997
3770,Cementerio Municipal de Venado Tuerto,-33.76733816299998,-61.99518932999996
3771,Cementerio de San Jerónimo Norte,-31.551147336999975,-61.086557622999976
3772,Cementerio Privado,-36.76691304999997,-59.83303161699996
3773,Cementerio de Banderaló,-35.00313683999997,-63.363983867999934
3774,Cementerio de Emilio Bunge,-34.81325314999998,-63.19401092399994
3775,Cementerio de Canals,-33.56778710599997,-62.89284092099996
3776,Cementerio de Viamonte,-33.74612086899998,-63.104707480999934
3777,Cementerio de Cañada Seca,-34.40169351499998,-62.93424866899994
3778,Cementerio del Oeste,-27.15974140399993,-65.49692072899995
3779,Cementerio del Norte,-27.15870659899997,-65.49304056599993
3780,Cementerio de Pirané,-25.744120649999957,-59.11508434999996
3781,Cementerio Municipal de Ensenada,-34.86432068399995,-57.926126856999986
3782,Cementerio de Saldungaray,-38.20184064599994,-61.758435523999935
3783,Cementerio Municipal de Florentino Ameghino,-34.85423291099994,-62.48155675199996
3784,Cementerio de Timote,-35.36032206999994,-62.267410294999934
3785,Cementerio de Gessler,-31.889088494999953,-61.143749286999935
3786,,-27.259915803999945,-55.044034892999946
3787,Cementerio de Río Grande,-53.78535713399998,-67.71982272499997
3788,Cementerio San Jerónimo,-27.084351999999967,-54.815556981999976
3789,Cementerio de Wildermuth,-31.93928938199997,-61.41213661199998
3790,Cementerio de San Marcos,-32.63782488999993,-62.47962322099994
3791,Cementerio de Almafuerte,-32.21712444399998,-64.25241440499997
3792,Cementerio de Toledo,-31.57210443799994,-63.990771682999934
3793,Cementerio Municipal de Choele Choel,-39.290369332999944,-65.64972498999998
3794,Cementerio de San Antonio de Padua,-24.807024222999928,-65.38726951299998
3795,,-27.55518422399996,-55.248937840999986
3797,Cementerio del Norte,-32.99257004999998,-58.53945084299994
3798,Cementerio Municipal de Avellaneda,-29.122773654999946,-59.673205665999944
3799,Cementerio de Bandera,-28.87858301199998,-62.27607430799998
3800,Cementerio de Villa Turística Embalse de Río Hondo,-27.52838083599994,-64.83836617199995
3801,Cementerio de Río Seco,-27.270955623999953,-65.55069769099998
3802,Cementerio Israelita,-34.48325875799998,-58.59920552699998
3803,Cementerio Santa Teresita,-24.859550559999946,-65.44939148999998
3804,Cementerio de Huerta Grande,-31.07107688399998,-64.47754554899996
3805,Cementerio de Rodeo del Medio,-32.98874470699997,-68.66494202399997
3806,Cementerio de Tilisarao,-32.74614638299994,-65.30596542899997
3807,Cementerio de Renca,-32.77379582699996,-65.36024569899996
3808,Cementerio Municipal de 9 de Julio,-35.47133173399993,-60.90519441799995
3809,Cementerio de Las Lomitas,-24.71590169899997,-60.59994310899998
3810,Cementerio Nuestra Señora de la Paz,-24.840838159999976,-65.45527605999996
3811,Cementerio Monte Paraíso,-34.845463636999966,-58.39893607399995
3812,Cementerio de San José de Cerrillos,-24.906983021999963,-65.48314943099996
3813,Cementerio de La Merced,-24.965314339999964,-65.47222563499997
3814,Cementerio de La Merced del Encón,-24.87366895799994,-65.56362080899999
3815,Cementerio Nuestra Señora de la Piedad,-29.08046180699995,-56.561076226999944
3816,,-27.534204899999963,-66.02049749999998
3817,Cementerio de Colonia Santa Rosa,-23.402001419999976,-64.42273639499996
3818,Cementerio de Profesor Salvador Mazza,-22.07279598799994,-63.691925889999936
3819,Cementerio Municipal de Zárate,-34.105283129999975,-59.06321261599999
3820,Cementerio Campanas de Paz,-34.13563154499997,-59.05340209199994
3821,Cementerio de Rosario de la Frontera,-25.79891539199997,-64.98113750099998
3822,Cementerio de Guachipas,-25.523948076999943,-65.50862168799995
3823,Cementerio de Nuestra Señora de Talavera,-25.46384994999994,-63.77991904999993
3824,Cementerio de Don Orione,-34.81652922099994,-58.34115801299998
3825,Cementerio Privado Las Praderas,-34.76101684699995,-58.47758674199997
3826,Cementerio de Esquiú,-29.38553929699998,-65.29168766899994
3827,Cementerio Municipal de Salto,-34.298886806999974,-60.26211160199995
3828,Cementerio Municipal de Caleta Olivia,-46.42668337899994,-67.53016997299994
3829,,-30.960192776999975,-64.59914055299998
3830,Cementerio de Tío Pozo,-28.401672599999984,-63.99631309999995
3831,Cementerio de Ischilín,-30.578709582999977,-64.36807755599995
3832,Cementerio Km 9,-45.791920276999974,-67.45154615299998
3833,Cementerio de San Pedro,-26.625319544999968,-54.10492668699993
3834,Cementerio Parque Villa Allende,-31.305649504999963,-64.26792174799994
3835,Cementerio Municipal de Puerto San Julián,-49.29678261399994,-67.73461692399997
3836,Cementerio Municipal de Las Heras,-46.53401920099998,-68.93523966099997
3837,Cementerio Comunal de Pico Truncado,-46.78101375299997,-67.95988475599995
3838,Cementerio Municipal de Yacimiento de Río Turbio,-51.54556829099994,-72.34617631499998
3839,Cementerio de La Mariopolis,-34.55202942599993,-60.695016340999985
3840,Cementerio Municipal de Exaltación de la Cruz,-34.29374416799993,-59.106285670999966
3841,Cementerio Municipal de Chascomús,-35.59034659099996,-57.97692194299998
3842,Cementerio de San Roque,-28.582794539999952,-58.709577997999986
3843,Cementerio Municipal de Brandsen,-35.15620911299993,-58.246788401999936
3844,Cementerio Municipal El Parque,-42.90423229399994,-71.28973453999998
3845,Cementerio de Villa Regina,-39.08610916599997,-67.08928320199993
3846,,-27.328156656999965,-66.90267977999997
3847,Cementerio de Villa Vil,-27.102011413999946,-66.83245807699996
3848,Cementerio de Huaco,-27.612425514999984,-66.32963505799995
3849,Cementerio Municipal de General Las Heras,-34.913488712999936,-58.94548620399996
3850,Cementerio Parque Jardín de los Ceibos,-34.78356655799996,-58.62294390599993
3851,Cementerio Parque Lar de Paz,-34.77610433499996,-58.66030805999998
3852,Cementerio Parque Camposanto,-34.78912564299998,-58.643627537999976
3853,Cementerio Jardín del Oeste,-34.79227876799996,-58.64361122099996
3854,Cementerio de Rosario de Lerma,-24.98424039799994,-65.57410757999997
3855,Cementerio Municipal de Tinogasta,-28.053728861999957,-67.56107537099996
3856,Cementerio Municipal de Saladillo,-35.64152447599997,-59.75912390999997
3857,Cementerio de San Jorge,-31.87732096899998,-61.866611097999964
3858,Cementerio Privado Parque del Sol,-31.44328380299993,-64.32610662699994
3859,Cementerio de Nonogasta,-29.29094244299995,-67.48231430299995
3860,Cementerio de Anguinán,-29.20760495199994,-67.46830533499997
3861,Cementerio de Palo Blanco,-27.321354837999934,-67.74557875799997
3862,Cementerio de Nogoyá,-32.41468771999996,-59.79208098299995
3863,Cementerio de Trancas,-26.221086922999973,-65.27036807899998
3864,Cementerio Parque Colinas de Paz,-38.058271812999976,-57.60600949899998
3865,Cementerio El Salvador,-29.418413633999933,-66.84158465499996
3866,Cementerio de Aldea San Miguel,-32.15836953999997,-60.18528330799995
3867,Cementerio de Ulapes,-31.56803823699994,-66.23302290899994
3868,Cementerio de Las Rosas,-31.938745093999955,-65.04330391999997
3869,Cementerio Municipal de Tunuyán,-33.58870256199998,-69.02853675199998
3870,Cementerio Parque Perpetual,-33.10515132599994,-64.40226357799997
3871,Cementerio de Urdinarrain,-32.69184498899995,-58.86040205199998
3872,Cementerio Municipal de Hernando,-32.444554445999984,-63.71469651399997
3873,Cementerio Parque Pórtico del Cielo,-32.44339183499994,-63.71617401499998
3874,Cementerio de Junín,-33.135910775999946,-68.51769804299994
3875,Cementerio Israelita de Berazategui,-34.78148847999995,-58.25074888399996
3876,Cementerio de Sarmiento,-45.58630629999993,-69.02296349999995
3877,Cementerio Municipal de Río Mayo,-45.691710188999934,-70.25047905699995
3878,Cementerio La Piedad,-25.79662634999994,-62.83032079999998
3879,Cementerio Municipal de Gobernador Gregores,-48.743879670999945,-70.24420933199997
3880,Cementerio de Lamarque,-39.42899714999993,-65.68816849999996
3881,Cementerio de Trenel,-35.67903434999994,-64.13972048699998
3882,Cementerio de Correa,-32.840887909999935,-61.28080294899996
3883,Cementerio Municipal de Puerto Santa Cruz,-50.02920671199996,-68.52433688399998
3884,Cementerio de Arroyo Ventana,-41.65791867699994,-66.08132829399995
3885,Cementerio de Chillar,-37.31497293599995,-59.95936079099994
3886,Cementerio de Etruria,-32.94897680999998,-63.24996008099998
3887,Cementerio de Estación Mazán,-28.667836999999963,-66.48572794999995
3888,Cementerio de Los Robles,-28.39541429999997,-67.07883609999993
3889,Cementerio de Shaqui,-28.484712699999932,-67.13179519999994
3890,,-27.255053054999962,-54.041957373999935
3891,Cementerio de Alpasinche,-28.322143422999943,-67.07088839699998
3892,Cementerio de Romang,-29.495372531999976,-59.75915291999996
3893,Cementerio de El Salado,-28.311289746999933,-67.24038786199998
3894,Cementerio de Pituil,-28.571552183999984,-67.43863341699995
3895,Cementerio de Campanas,-28.555142399999966,-67.61428294999996
3896,Cementerio de Villa San José de Vinchina,-28.75585652099994,-68.19925033299995
3897,Cementerio de Pueblo Pablo Torelo,-27.33300183299997,-62.219597076999946
3898,,-35.400794866999945,-64.48414218399995
3899,Cementerio de Arata,-35.64891739999996,-64.36588969999997
3900,Cementerio de Villa Unión,-29.305654679999975,-68.22767364099997
3901,Cementerio Municipal de Arroyito,-31.41121087199997,-63.063346223999986
3902,Cementerio de Villa del Totoral,-30.698997993999967,-64.05429841399996
3903,,-35.33031803999995,-61.62404295899995
3904,Cementerio de Mar de Ajó,-36.70133144999994,-56.75090719999997
3905,Cementerio Municipal de General Lavalle,-36.432947241999955,-56.93918249799998
3906,Cementerio Municipal de Rivadavia,-33.204196415999945,-68.46375450299996
3907,Cementerio de Winifreda,-36.26610072699998,-64.23604647799993
3908,Cementerio Parque Descanso Los Álamos,-33.304009951999944,-66.31104541099995
3909,Cementerio de Alicia,-31.935953756999936,-62.48838762799994
3910,Cementerio de Cervantes,-39.03062757099997,-67.40686125399998
3911,,-25.42738985099993,-67.19133803299997
3912,Cementerio de Capitán Solari,-26.816565396999977,-59.55307158099998
3913,Cementerio de Arroyo Corto,-37.50680779299995,-62.32116996299993
3914,Cementerio de San Cayetano,-27.56868538799995,-58.69731137499997
3915,Cementerio Nuestra Señora de los Desamparados,-29.791350198999965,-58.08031771799995
3916,Cementerio de Esquina,-30.02934834699994,-59.532794201999934
3917,Cementerio Parque Hurlingham,-34.62470453699996,-58.64733936499994
3918,Cementerio de Santa Lucía,-28.99512404899997,-59.10585858999997
3919,Cementerio de Villa Allende,-31.288849122999977,-64.30353075599999
3920,Cementerio de La Paz,-30.746494113999972,-59.65088765799999
3921,Cementerio de Rufino,-34.26863484599994,-62.73018995299998
3922,Cementerio de Monte Caseros,-30.261099799999954,-57.63208969999994
3923,Cementerio de La Maruja,-35.67411907099995,-64.95700864099996
3924,Cementerio de Mocoretá,-30.632917616999976,-57.96580720099996
3925,Cementerio de Saladas,-28.256717047999928,-58.635574953999935
3926,Cementerio de Pedro R. Fernández,-28.756678466999972,-58.66259916599995
3927,Cementerio de Santa Ana,-27.454340057999957,-58.65955087799995
3928,Cementerio de San Luis del Palmar,-27.528401922999933,-58.579657521999934
3929,Cementerio de San Antonio,-27.374191999999937,-58.522600899999986
3930,Cementerio de El Arañado,-31.75790779299996,-62.87042873699994
3931,Cementerio de La Cruz,-29.171498861999964,-56.65570922699993
3932,,-53.82021177799999,-67.70460634699998
3933,Cementerio de Gran Guardia,-25.857056503999956,-58.88427408299998
3934,Cementerio de San Martín de las Escobas,-31.853146985999956,-61.598049070999934
3935,Cementerio Municipal San José,-30.72897786699997,-64.78083840599999
3936,Cementerio Municipal de Carmen de Areco,-34.388079999999945,-59.846479999999985
3937,Cementerio Municipal de Capitán Sarmiento,-34.16811427799996,-59.822293301999935
3938,,-27.199418409999964,-67.37489791499996
3939,,-34.52110607299994,-58.88026611199996
3940,Cementerio Municipal de Baradero,-33.80972245299995,-59.492024655999955
3941,Cementerio Colina Doble,-38.84362004999997,-62.09511729999997
3942,Cementerio de Taninga,-31.33852260699996,-65.07964786799994
3943,Cementerio de San Guillermo,-30.342802699999936,-61.905301099999974
3944,,-35.06934691499998,-62.995374984999955
3945,Cementerio de Unión,-35.14118827599998,-65.96129159099996
3946,Cementerio de Los Nacimientos,-25.828446696999947,-67.37494993499996
3947,Cementerio de Quirós,-28.800401487999977,-65.11018181199995
3948,Cementerio de Oncativo,-31.926899899999967,-63.69656484999996
3949,Cementerio de Los Sarmientos,-27.428028006999966,-65.69117800699996
3950,Cementerio de Nogolí,-32.92294747999995,-66.32253556899997
3951,Cementerio Municipal de Escobar,-34.32798234999996,-58.800360771999976
3952,Cementerio de Brinkmann,-30.867155986999933,-62.063856371999975
3953,Cementerio de Pasco,-32.73737253599995,-63.34957566799994
3954,Cementerio de Chamical,-30.358768209999937,-66.32102739799996
3955,Cementerio Parque Monte Buey,-32.90704716499994,-62.44608153499996
3956,Cementerio de Justiniano Posse,-32.88979000499995,-62.69265107399997
3957,Cementerio de Santa Rosa,-33.23180838099995,-68.16080157799996
3958,Cementerio de La Dormida,-33.338081117999934,-67.90312433599996
3959,Cementerio de Buen Orden,-33.06624752899995,-68.43502134499994
3960,Cementerio de Las Parejas,-32.70788556799994,-61.50475258299997
3961,Cementerio de El Soberbio,-27.286769323999977,-54.21077530699995
3962,Cementerio de Punta Indio,-35.41494289999997,-57.347648499999934
3963,Cementerio Parque Renacimiento,-29.426595605999978,-66.83449469199996
3964,Cementerio de Villa Mailín,-28.484070405999944,-63.282380683999975
3965,Cementerio de Sol de Julio,-29.563315323999973,-63.470502813999985
3966,Cementerio de Los Molinos,-28.750262778999968,-66.92065986199998
3967,Cementerio Municipal de Aimogasta,-28.55004596699996,-66.81756318699996
3968,Cementerio de Real del Padre,-34.85721487999996,-67.80324839799994
3969,,-26.96106821999996,-66.97337948299997
3970,Cementerio de Villa Nueva,-32.44140527199994,-63.23198620599999
3971,Cementerio Virgen del Carmen,-26.18921496799993,-58.18251449799993
3972,Cementerio de Fraga,-33.50808928199996,-65.77996213399996
3973,Cementerio de Pincén,-34.81884469399995,-63.921040224999956
3974,Cementerio de Monte Leña,-32.608729849999975,-62.582662149999976
3975,Cementerio de Cavenagh,-33.47117513799998,-62.33224486299997
3976,Cementerio de Villa La Punta,-28.378235324999935,-64.79243838399998
3977,Cementerio Municipal de San Antonio de Areco,-34.263489350999976,-59.457386464999956
3978,Cementerio de Villa del Rosario,-31.568971460999933,-63.51661499199997
3979,Cementerio de Morrison,-32.61387228299998,-62.857566349999956
3980,Cementerio de Quimilí,-27.637495471999955,-62.42209616799994
3981,Cementerio Municipal de Laborde,-33.14979848099995,-62.84665084899996
3982,Cementerio de Pascanas,-33.12942930699995,-63.01459619599996
3983,Cementerio Central,-34.58696153099993,-60.95691656699995
3984,Cementerio de Aldea Beleiro,-45.552300221999985,-71.51470518499997
3985,Cementerio Municipal de Mercedes,-34.67232783299994,-59.46600485399995
3986,Cementerio Municipal La Playosa,-32.120430745999954,-63.049716494999984
3987,Cementerio de Silvio Pellico,-32.24351371999995,-62.964200654999956
3988,Cementerio de Tío Pujio,-32.28540131699998,-63.36669884599996
3989,Cementerio de Sumapama,-29.387909557999933,-63.46151901099995
3990,Cementerio Municipal de Rojas,-34.20724506099998,-60.72706157199997
3991,Cementerio de Sumapama Viejo,-29.384714224999982,-63.43130904599997
3992,Cementerio Municipal de Chacabuco,-34.662900709999974,-60.48076932099997
3993,Cementerio Parque La Piedad,-35.45148879799996,-58.768635546999974
3994,Cementerio de El Bolsón,-41.93702041399996,-71.53932935499995
3995,Cementerio de Tortugas,-32.761138621999976,-61.753760108999984
3996,Cementerio de Matará,-28.10382229199996,-63.183836775999964
3997,Cementerio de Suncho Corral,-27.93636538499993,-63.419386188999965
3998,Cementerio de Pozo del Tigre,-24.908162299999958,-60.328230349999956
3999,Cementerio de Oliveros,-32.58026659999996,-60.87255989999994
4000,Cementerio Israelita,-27.45758849799995,-59.00863523399994
4001,Cementerio de Tintina,-27.018163639999955,-62.69940993899996
4002,Cementerio de Villa de Merlo,-32.33969797799995,-65.02245538199998
4003,Cementerio Municipal de San Andrés de Giles,-34.42289650299995,-59.44827369199999
4004,Cementerio de Helvecia,-31.108073068999943,-60.09939901699994
4005,Cementerio de La Puerta,-28.174499226999956,-65.79316836899994
4006,Cementerio de Santa Rosa de Conlara,-32.342282256999965,-65.19267957599993
4007,Cementerio Mutual A.P.R.E.P.A,-32.87428270899994,-61.04164210299996
4008,Cementerio de San Jerónimo Sud,-32.87437324999996,-61.04546814999998
4009,Cementerio de Hipólito Bouchard,-34.726311049999936,-63.52799159999995
4010,Cementerio de Quines,-32.20394824999994,-65.80337754999994
4011,Cementerio de Santa Rita de Catuna,-30.96032164099995,-66.20786335899999
4012,Cementerio de Ambil,-31.139482616999942,-66.33818625599997
4013,Cementerio de El Portezuelo,-30.84971462799996,-66.70648606099996
4014,,-30.642910341999936,-66.66388310499997
4015,Cementerio de Malanzán,-30.805946269999936,-66.61976545399995
4016,Cementerio Municipal de Chivilcoy,-34.915453094999975,-59.98735659399995
4017,Cementerio Municipal de General Pueyrredón,-37.939513139999974,-57.66061833899994
4018,Cementerio de Eduardo Castex,-35.92797584899995,-64.29076633199998
4019,Cementerio de Villa Mirasol,-36.08263223299997,-63.87872651599997
4020,Cementerio Municipal de Pergamino,-33.89386877099997,-60.59471167299995
4021,Cementerio de San Antonio de Obligado,-28.384292993999964,-59.27359262899995
4022,Cementerio de Villa Ocampo,-28.47837427299993,-59.352819979999936
4023,Cementerio de Berna,-29.268370544999982,-59.85141332999996
4024,Cementerio de Villa Guillermina,-28.23651304899994,-59.45624535099995
4025,Cementerio de Malabrigo,-29.355939337999928,-59.98816174099994
4026,Cementerio de Vera,-29.440868425999952,-60.21708030299993
4027,,-27.009146795999982,-66.52974361899999
4028,Cementerio de Margarita,-29.681253443999935,-60.25068843499997
4029,Cementerio de Recreo,-31.48959823299998,-60.74686211399995
4030,Cementerio de Arenaza,-34.979724216999955,-61.769534815999975
4031,Cementerio de Elortondo,-33.711247051999976,-61.62626166699994
4032,Cementerio de Roberts,-35.15659101999995,-61.963957053999934
4033,Cementerio Municipal de Pehuajó,-35.830384049999964,-61.883772749999935
4034,Cementerio Municipal de Pirovano,-36.52703541599993,-61.54104249599993
4035,Cementerio Municipal de Malvinas Argentinas,-34.48341893299994,-58.68967105999997
4036,Cementerio Parque Ceremonial,-34.46141825799998,-58.71386817599995
4037,Cementerio Privado Jardín de Paz,-34.46459049499998,-58.704112916999975
4038,,-31.665283416999955,-61.803824867999936
4039,Cementerio Jardín de Paz Oeste,-34.57406257799994,-59.02068818299995
4040,Cementerio Municipal de Carlos Casares,-35.60022350599996,-61.37523441999997
4041,Cementerio Judío de Colonia Mauricio,-35.59301686599997,-61.37312777999995
4042,Cementerio Municipal Salazar,-36.31121216399998,-62.22022248099995
4043,Parque Memorial,-34.442867313999955,-58.83681548599998
4044,Cementerio de Villa Dolores,-31.940973374999942,-65.20374246199998
4045,,-38.90505588299993,-63.14410176599995
4046,Cementerio de San Pedro,-31.940308311999956,-65.23328349599996
4047,Cementerio de Elena,-32.563183435999974,-64.41229068799998
4048,Cementerio Municipal de Villarino,-38.82967234499995,-62.671976933999986
4049,Cementerio de Simoca,-27.249284149999937,-65.35081187199995
4050,Cementerio Parque,-33.24450422899997,-68.48378460199996
4051,Cementerio de Santa Rosa de Río Primero,-31.14883636899998,-63.392178297999976
4052,Cementerio Municipal de Dovalon,-43.30265518999994,-65.71108883499994
4053,Cementerio de Colonia Elisa,-26.929893024999956,-59.54543621799996
4054,Cementerio de Piñeiro,-33.12048639699998,-60.79148067799997
4055,Cementerio Municipal de Maipú,-32.98402209499994,-68.77824587899994
4056,Cementerio de Riacho He - Hé,-25.369365347999974,-58.26543744299994
4057,Cementerio Municipal de San Ramón de la Nueva Orán,-23.118297390999942,-64.32142503899996
4058,Cementerio Privado Parque Zenta S.R.L.,-23.118176206999976,-64.31858521599997
4059,Cementerio Municipal Santa Lucía,-33.87027565099993,-59.85281329099996
4060,Cementerio Municipal Garuhapé,-26.828057652999973,-54.955440960999965
4061,Cementerio Municipal de Alba Posse,-27.56744068599994,-54.689548925999986
4062,Cementerio Municipal de San Martín,-27.466224920999935,-55.28904997899997
4063,Cementerio El Edén,-29.71910854999993,-57.14891039999998
4064,Cementerio de la Santa Cruz,-29.72560135899994,-57.098014503999934
4065,Cementerio Municipal de Viale,-31.871319824999944,-59.98474468899997
4066,Cementerio de Río Pico,-44.18607752499997,-71.36655088199996
4067,Cementerio Municipal Juan Madariaga,-36.98532652599994,-57.13319420299996
4068,Cementerio de Godoy Cruz,-32.933667955999965,-68.83786775699997
4069,,-27.631916453999963,-55.43172945599997
4070,Cementerio Parque Lar de Paz,-31.54849038699996,-60.68861599199994
4071,Cementerio Parque Recoleta,-34.43432854899993,-58.80717817599998
4072,Cementerio Municipal La Piedad,-27.38119547799994,-55.91276537799996
4073,,-28.349113435999982,-65.71991528299998
4074,,-27.228011030999937,-54.31980056599997
4075,,-24.85126356199993,-66.03402119399993
4076,Cementerio de San Francisco,-31.436808575999976,-62.112062641999955
4077,Cementerio de Belén,-27.673301098999957,-67.03194290599998
4078,Cementerio de Palmira,-33.04203637299997,-68.55289873799995
4079,Cementerio de Victoria,-32.61851725199995,-60.16621160799997
4080,Cementerio de Cañada de Gómez,-32.82713102799994,-61.40977365799995
4081,Cementerio de San Antonio,-28.01015771999994,-65.71429223199993
4082,Cementerio de San José de la Esquina,-33.112169782999956,-61.733898963999934
4083,,-26.98336519299994,-67.78049830099997
4084,Cementerio de San José,-27.766265295999972,-55.79358697299995
4085,Cementerio Municipal de Hipólito Yrigoyen,-23.24327743999993,-64.26250991999996
4086,Cementerio de Villa Alpina,-31.97159123299997,-64.85794543699996
4087,Cementerio de Ruiz de Montoya,-27.00041548599995,-55.04307334799995
4088,Cementerio Parque Solar del Recuerdo,-32.699194671999976,-62.04583122899999
4089,Cementerio Municipal de Oro Verde,-31.834599306999962,-60.53776426899998
4090,Cementerio de San Antonio de Litín,-32.203836587999945,-62.62799503699995
4091,Cementerio de El Alto,-28.307134171999962,-65.36034669099996
4092,,-28.16396688599997,-65.37286041499993
4093,Cementerio de Larroque,-33.03852166199994,-59.020678147999945
4094,,-25.177343346999976,-66.21073115599995
4095,Cementerio de La Puerta,-25.296481993999976,-66.35115390799996
4096,,-25.15203123499998,-66.18042791099998
4097,Cementerio de Bernardo de Irigoyen,-26.26084527699993,-53.64938493899996
4098,Cementerio Israelita,-32.84848082399998,-68.80120186999994
4099,Cementerio de Roldán,-32.89518599099995,-60.93819101299994
4100,Cementerio de Wanda,-25.970180956999968,-54.541216007999935
4101,Cementerio de Los Barriales,-33.08876144299995,-68.59557287799998
4102,Cementerio de Santa Isabel,-33.895356806999985,-61.708522104999986
4103,Cementerio Parque La Merced,-33.90742304899993,-60.51649304199998
4104,Cementerio de La Paz,-33.46746122099995,-67.57289755799997
4105,Cementerio de Fortín El Patria,-34.77184884199994,-65.51043088999995
4106,Cementerio de Seclantás,-25.331823485999962,-66.24193192999996
4107,Cementerio de Bustinza,-32.74557911199997,-61.28980427699997
4108,Cementerio Municipal de Las Flores,-36.03431510399997,-59.081715386999974
4109,Cementerio de Fortuna,-35.14037316799994,-65.36326666999997
4110,Cementerio Israelita de La Plata,-34.957931076999955,-57.95656551199994
4111,Cementerio de Los Helechos,-27.55612713299996,-55.10311164099994
4112,Cementerio de Tres Lomas,-36.478114750999964,-62.85815267899994
4113,Cementerio de 25 de Mayo,-34.588337870999965,-68.55913092399999
4114,Cementerio Jardín Ibarlucea,-32.86902563499996,-60.76698981199996
4115,Cementerio Histórico 1865,-27.370477537999932,-58.516690695999955
4116,Cementerio de Piamonte,-32.14190097799997,-61.992058387999975
