gid,fna,lat,long
4117,Cementerio Municipal de San Agustín,-31.97171882999993,-64.38051637899997
4118,Cementerio de Uspallata,-32.641130215999965,-69.35841959899994
4119,Cementerio de Los Cóndores,-32.34415316399998,-64.29819660099997
4120,Cementerio de Berrotarán,-32.43723864499998,-64.39686987099998
4121,Cementerio de Federación,-31.01029419499997,-57.89704025799995
4122,Cementerio El Prado,-32.990434404999974,-60.74828274799995
4123,Cementerio Municipal de Río Ceballos,-31.20579892099994,-64.31700666299997
4124,Cementerio de Josefina,-31.411487057999977,-61.966088636999984
4125,Cementerio de Aristóbulo del Valle,-27.134985696999934,-54.890699488999985
4126,Cementerio Israelita de Pueblo Cazes,-32.00107783599998,-58.50058485799997
4127,Cementerio Municipal de Saavedra,-37.789672149999944,-62.36124619999998
4128,Cementerio Parque de Descanso,-32.93537474799996,-68.75488410299994
4129,Cementerio de Ancasti,-28.80772862999993,-65.50444855599994
4130,Cementerio Parque Otoñal,-33.691113980999944,-61.96002207099997
4131,Cementerio de Camarones,-44.79604859999995,-65.70715774999996
4132,Cementerio Parque de la Paz,-31.787627387999976,-60.44912780899995
4133,Cementerio San Benito,-31.787171069999943,-60.452063958999986
4134,Cementerio Municipal de Ayacucho,-37.15841092599993,-58.508311327999934
4135,Cementerio Parque La Floresta,-31.59034214999997,-64.36155955899994
4136,Cementerio Municipal de Sunchales,-30.955121315999975,-61.53811640899994
4137,Cementerio de San Eduardo,-33.859203184999956,-62.09282277099999
4138,Cementerio de Costasacate,-31.625838874999943,-63.78676258899998
4139,Cementerio de Tancacha,-32.25074232999998,-63.96762710099995
4140,Cementerio de Villa Ascasubi,-32.16803088499995,-63.873008787999936
4141,Cementerio de Coronel Moldes,-33.64775259999993,-64.60317989999999
4142,Cementerio de Fontana Jesús de la Buena Esperanza,-27.423096786999963,-59.04599306199998
4143,Cementerio de Alicia Baja,-27.430601499999966,-54.35833449699999
4144,Cementerio de María Magdalena,-26.24171063299997,-54.60402147899998
4145,Cementerio Municipal de Villa Elisa,-32.17368073299997,-58.41157650599996
4146,Cementerio Municipal de San Nicolás,-33.32052010199993,-60.23072344899998
4147,Cementerio de Dalmacio Vélez Sársfield,-32.59837023599994,-63.56244397299997
4148,Cementerio de Sampacho,-33.386087836999934,-64.74087508699995
4149,Cementerio Parque Jardines de Gualeguaychú,-32.995359683999936,-58.58173836699996
4150,Cementerio Municipal de 28 de Noviembre,-51.593093661999944,-72.22561281799995
4151,Cementerio de San Vicente,-31.688056121999978,-61.57969820699998
4152,Cementerio de Alcira Gigena,-32.776290649999964,-64.35898189999995
4153,Cementerio de Dudignac,-35.64768528199994,-60.69036310399997
4154,,-31.990162574999943,-58.85653985999994
4155,Cementerio de Villa San Justo,-32.43925709999996,-58.42541739999996
4156,Cementerio Parque Jazmín,-27.46919559899993,-59.044371869999964
4157,Cementerio de Manfredi,-31.845641582999974,-63.75247920199996
4158,Cementerio Municipal de General Arenales,-34.28564654099995,-61.28533328799995
4159,Cementerio Municipal de Arribeños,-34.22680673599996,-61.33256506799995
4160,Cementerio de Cerro Policía,-39.72465909999994,-68.48782858699997
4161,Cementerio Municipal de Villa Libertador General San Martín,-32.06773734999996,-60.472413149999966
4162,Cementerio de Telsen,-42.43871552699994,-66.93786318099995
4163,Cementerio de Villa Gesell,-37.235023576999936,-57.04065371899998
4164,Cementerio Israelita,-27.379241899999954,-55.912014399999975
4165,Cementerio de Catriel,-37.86852816199996,-67.77497256099997
4166,Cementerio Parque de la Gloria,-34.89098600999995,-58.17019606599996
4167,Cementerio de Doblas,-37.123046399999964,-64.00570819999996
4168,Cementerio de Rolón,-37.16066624999996,-63.413684699999976
4169,Cementerio de Malbrán,-29.332272501999967,-62.45500640299997
4170,Cementerio Parque,-39.36657987199993,-62.63545911699998
4171,Cementerio de Sanford,-33.13169018699995,-61.26777828699994
4172,Cementerio de Tres Isletas,-26.33937524099997,-60.405172928999946
4173,Cementerio Salesiano,-46.44926704899996,-67.51125916499996
4174,Cementerio de Ubajay,-31.80318012799995,-58.32835166299998
4175,Cementerio de Rosario del Saladillo,-30.43270890499997,-63.469560144999946
4176,Cementerio de Puesto de Castro,-30.27023407599995,-63.42120658999994
4177,Cementerio de Balde de la Punta,-29.520794300999967,-65.58314078699993
4178,Cementerio de La Puerta,-30.88130259299993,-63.24762124999995
4179,Cementerio de Santa María,-27.903040674999943,-55.414882819999946
4180,Cementerio de Pinchas,-28.922898045999943,-66.95670217299994
4181,,-34.43456446399995,-58.849623004999955
4182,Cementerio de Rayo Cortado,-30.06394628299995,-63.81962049899994
4183,Cementerio de Profundidad,-27.56452868599996,-55.71812532499996
4184,Cementerio de Chañar Punco,-26.70529603899996,-66.07170742999995
4185,Cementerio de San Basilio,-33.48879234699996,-64.33195304799995
4186,Cementerio de Mina Clavero,-31.741037149999954,-64.99914903099994
4187,Cementerio de Capilla del Monte,-30.86424980199996,-64.53264564999995
4188,Cementerio Municipal de El Calafate,-50.33077260999994,-72.25861812299996
4189,Cementerio de Cerro Colorado,-30.088454113999944,-63.92774712099998
4190,Cementerio Municipal de Castelli,-36.08256294699993,-57.78637258699996
4191,Cementerio de Sebastián Elcano,-30.160897146999957,-63.582275006999964
4192,Cementerio Municipal de General Alvarado,-38.284616176999975,-57.85560315999999
4193,,-38.76076588799998,-60.439238631999956
4194,Cementerio Municipal de Humberto Primo,-30.862958549999973,-61.32028959999997
4195,Cementerio de Mbopicuá,-26.857271840999942,-55.04828277399997
4196,Cementerio Parque de la Piedad,-35.484553579999954,-58.03309800599993
4197,Cementerio de Coronel Juan Solá,-23.469113233999963,-62.897392113999956
4198,Cementerio de Los Blancos,-23.605143272999953,-62.60075916499994
4199,Cementerio de Adelia María,-33.62351051299993,-64.03985982199998
4200,Cementerio de Ingeniero Guillermo N. Juárez,-23.90528901899995,-61.85800972599998
4201,,-31.16019814499998,-64.60005804199994
4204,Cementerio de Villa Cura Brochero,-31.713737649999928,-65.02127329999996
4205,Cementerio de Valle Hermoso,-31.121704216999944,-64.48273383399999
4206,Cementerio de San Francisco del Laishi,-26.248636853999983,-58.62380596699995
4207,Cementerio Municipal de Santa Fe,-31.61600660299996,-60.719259645999955
4208,Cementerio Israelita,-31.612899581999955,-60.71907094499994
4209,Cementerio de Coronel Bogado,-33.30904174099993,-60.61199648599995
4210,Cementerio Oasis de Paz,-33.023086218999936,-68.80904514899999
4211,Cementerio de Candelaria Sur,-30.832789839999975,-63.79881536099998
4212,,-27.34651052399994,-67.05429694499998
4213,Cementerio de Tatón,-27.356052209999973,-67.51660299899999
4214,Cementerio Municipal de Colón,-33.896936608999965,-61.12638289399996
4215,Cementerio de Luis Beltrán,-39.32403745899995,-65.75784094499994
4216,Cementerio Santa Rosa de Lima,-32.82131169999997,-60.73841484999997
4217,Cementerio de San Pedro,-28.65874957099993,-66.91219974099994
4218,Cementerio Municipal de General Belgrano,-35.79025587299998,-58.51395363399996
4219,,-26.50980016699998,-66.91274835299998
4220,,-26.399481667999964,-66.69742658099995
4221,Cementerio Parque,-32.765737582999975,-63.80857977199997
4222,Cementerio Municipal de Adolfo Gonzales Chaves,-37.94372045199998,-60.42212956199995
4223,Cementerio de Machagai,-26.91120592799996,-60.04452207899993
4224,Cementerio de Villa del Carmen,-32.93776879599994,-65.04230657999994
4225,Cementerio de Papagayos,-32.67932306999995,-65.00029533799994
4226,Cementerio de Villa Larca,-32.619234140999936,-64.98750195299993
4227,,-24.444810425999947,-59.65419624699996
4228,Cementerio de Laguna Blanca,-25.111273951999976,-58.259277321999946
4229,Cementerio de Villa Kilómetro 213,-26.19140706999997,-59.35790047499995
4230,Cementerio de Quemú Quemú,-36.072339005999936,-63.563556723999966
4231,Cementerio de Florencia,-28.033881606999955,-59.219076960999985
4232,Cementerio de Puerto Bermejo,-26.90083469999996,-58.53994544999995
4233,Cementerio de Samuhú,-27.523905510999953,-60.381473891999974
4234,Cementerio de Itá Ibaté,-27.43145968999994,-57.34668457199996
4235,Cementerio de Gobernador Ingeniero Valentín Virasoro,-28.04063025499994,-56.011292621999985
4236,Cementerio de Yapeyú,-29.466100334999965,-56.822841160999985
4237,Cementerio Municipal de Navarro,-34.99851814899995,-59.25546276799997
4238,Cementerio de Loreto,-27.768772802999933,-57.28544751099997
4239,Cementerio de Santa Rosa,-28.249038680999945,-58.12652495499998
4240,Cementerio de Itatí,-27.269786272999966,-58.24758685599994
4241,Cementerio de Campo Largo,-26.787611853999977,-60.857850163999956
4242,Cementerio de Concepción,-28.381644414999982,-57.90981927699994
4243,Cementerio de San Antonio,-26.04923907099993,-53.73852343599998
4244,Cementerio de Dos Hermanas,-26.296922679999966,-53.758799728999975
4245,Cementerio de Santa Rita,-27.52665148899996,-54.722787506999964
4246,Cementerio de Pampa de los Guanacos,-26.221158489999937,-61.83664109899996
4247,Cementerio de Sachayoj,-26.665820977999942,-61.81384792099993
4248,Cementerio de Weisburd,-27.31941385899995,-62.596672901999966
4249,Cementerio de Villa Ojo de Agua,-29.50541000499993,-63.70253275699997
4250,Cementerio de Loreto,-28.309938358999943,-64.18936738299993
4251,Cementerio de Chazón,-33.05653748299994,-63.28055732699994
4252,Cementerio Parque Azul,-31.52918849899993,-64.28509738699995
4253,Cementerio de Wenceslao Escalante,-33.161448649999954,-62.76608729999998
4254,Cementerio de Concepción,-27.354277689999947,-65.58159987099998
4255,Cementerio de General Baldissera,-33.12997249299997,-62.28796576199994
4256,Cementerio de Saladillo,-32.94039324999994,-62.339833699999986
4257,Cementerio de San José de la Dormida,-30.349485323999943,-63.940298481999946
4258,Cementerio de Deán Funes,-30.42916391899996,-64.36937971399993
4259,Cementerio de Ticino,-32.69801579999995,-63.42583138899994
4260,Cementerio de Aldea San Isidro,-30.965970717999937,-58.99813615499994
4261,Cementerio de San Francisco del Chañar,-29.788609509999958,-63.94998038299997
4262,Cementerio de La Para,-30.89288923199996,-63.022966348999944
4263,Cementerio de Alejandro Roca,-33.35348983299997,-63.708894000999976
4264,,-31.664799870999957,-63.06509675799998
4265,Cementerio de Mar Chiquita,-37.281028670999945,-57.75821669099997
4266,Cementerio de Villa Huidobro,-34.85030987699997,-64.57799752299996
4267,Cementerio de Santa Magdalena,-34.523736317999976,-63.97062018499997
4268,Cementerio de Santa Eufemia,-33.15427948499996,-63.28091669699995
4269,Cementerio de Vichigasta,-29.48635593499995,-67.50432791599997
4270,Cementerio de Polco,-30.41737286299997,-66.34320731599996
4271,Cementerio de Puelches,-38.140666419999945,-65.93669373999995
4272,Cementerio de Sauce de Luna,-31.246172479999984,-59.225772448999976
4273,Cementerio de San Jaime de la Frontera,-30.35058130699997,-58.29513389699997
4274,Cementerio de San José,-32.201833964999935,-58.222580809999954
4275,Cementerio de María Grande,-31.672237867999968,-59.906844139999976
4276,Cementerio de Hasenkamp,-31.497045537999952,-59.84491586599995
4277,Cementerio de Villa San Marcial,-32.171647760999974,-58.92618855099994
4278,Cementerio Jesús María,-30.992490972999974,-64.09059530199994
4279,Cementerio de Colonia Libertad,-30.036991530999956,-57.81864132399994
4280,Cementerio de Rosario del Tala,-32.30943284999995,-59.15599804899995
4281,Cementerio de San José de Feliciano,-30.384242832999973,-58.765908674999935
4282,Cementerio de Pomona,-39.479278403999956,-65.59731921999997
4283,Cementerio de General Enrique Godoy,-39.06877391299997,-67.15195653299998
4284,Cementerio de San José de las Salinas,-30.012753369999928,-64.63404842799997
4285,Cementerio de Lucio V. Mansilla,-29.813093166999977,-64.70426886299998
4286,Cementerio de Villa Quilino,-30.19650090999994,-64.47307567599995
4287,Cementerio de Sierra Colorada,-40.59426932599996,-67.76080071499996
4288,Cementerio Parque de la Concordia,-31.38880676699995,-58.03044208499995
4289,Cementerio de Realicó,-35.01214770299998,-64.26322354999996
4290,Cementerio de Villa Valeria,-34.351381199999935,-64.92653339999998
4291,Cementerio de Gastre,-42.25945355199997,-69.22653114199994
4292,,-33.88212870299998,-65.02323318999998
4293,Cementerio de Washington,-33.86981081099998,-64.70349748099994
4295,Cementerio de Rosales,-34.15778961199993,-63.16766275899994
4296,Cementerio Municipal de Campo Santo,-24.675291786999935,-65.10352753899997
4297,Cementerio de Punta del Agua,-32.57410675999995,-63.81461518399993
4298,Cementerio de Bombal,-33.46511473299995,-61.34225922799993
4299,Cementerio de Pozo Molle,-32.025491328999976,-62.95247471099998
4300,Cementerio de Saturnino María Laspiur,-31.692430566999974,-62.514929320999954
4301,Cementerio de Los Surgentes,-32.97437287799994,-62.06384603999999
4302,Cementerio El Portal,-27.477028992999976,-55.85776176599995
4303,Cementerio Municipal de Carcarañá,-32.841841338999984,-61.14320317399995
4304,Cementerio Privado Parque de Paz,-40.77086837699994,-62.995882620999964
4305,Cementerio Católico de Crespo,-32.019611949999955,-60.296996813999954
4306,Cementerio de San José del Rincón,-31.609969499999977,-60.57788809999994
4307,Cementerio de Tabossi,-31.79502873399997,-59.928894824999986
4308,Cementerio de Villa Ana,-28.486001029999954,-59.609689540999966
4309,Cementerio El Paraíso,-37.335282534999976,-59.073311040999954
4310,Cementerio Municipal de Esperanza,-31.47498410099996,-60.94760930499996
4311,Crematorio de Burzaco,-34.84210092199993,-58.41445174699999
4312,,-34.711422847999984,-59.06128340199996
4313,Cementerio de Concepción,-28.68862620599998,-66.06107160699997
4314,Cementerio de Emilia,-31.06264062799994,-60.73898644299999
4315,Cementerio Privado El Manatial,-34.84852747999997,-58.48823527999997
4316,Cementerio de La Paz,-32.21578534499997,-65.05961466699995
4317,Cementerio Municipal de Capioví,-26.93421808599993,-55.04316389899998
4318,Cementerio de Angélica,-31.54953464999994,-61.532306749999975
4319,Cementerio de Santa Clara de Buena Vista,-31.779288889999975,-61.31533125999994
4320,Cementerio de El Peñón,-26.475094835999982,-67.25406572399999
4321,Cementerio de Fray Luis Beltrán,-32.776577001999954,-60.74387870999993
4322,Cementerio de Carnerillo,-32.91883006599994,-64.01084333099993
4323,Cementerio Municipal de Sierra Grande,-41.603625558999966,-65.38268066199998
4324,,-31.576556468999968,-65.53907137699997
4325,Cementerio de Los Molinos,-31.855805010999973,-64.38451788899994
4326,Cementerio de Felicia,-31.228688870999974,-61.22200225399996
4327,Cementerio de Presidente Roca,-31.216828049999947,-61.608248499999945
4328,Cementerio de Aldao,-30.989578439999946,-61.72523714899995
4329,Cementerio de Obispo Trejo,-30.78277909999997,-63.40211629999993
4330,Cementerio de El Chacho,-30.795883493999952,-65.65832051899997
4331,Cementerio Parque de la Sierra,-37.831449678999945,-58.20273932599997
4332,Cementerio de Vilismán,-28.501856871999962,-65.43057387499994
4333,Cementerio de Villa de Soto,-30.86523864199995,-64.99500721499999
4334,Cementerio de 25 de Mayo,-37.782645823999985,-67.66945714399998
4335,Cementerio de Los Toldos,-34.99254599999995,-61.05659039999995
4336,Cementerio Municipal de Ezeiza,-34.874327765999965,-58.55822238999997
4337,Cementerio de La Higuera,-31.012270645999934,-65.10541621099998
4338,Cementerio de Ambul,-31.486471234999954,-65.03908714899995
4339,,-31.54910280499996,-65.11281039199997
4340,Cementerio de Tres Capones,-28.00365895799996,-55.60872897899998
4341,Cementerio de San Miguel,-29.176961553999945,-67.47075019799996
4342,Cementerio Parque,-35.49606267199994,-62.962950898999964
4343,Cementerio de Santa Rosa de los Pastos Grandes,-24.472359879999942,-66.67103967999998
4344,Cementerio de San Carlos Sud,-31.768104232999974,-61.104974046999985
4345,,-28.958408132999978,-65.57251573499997
4346,Cementerio de Máximo Paz,-33.493312438999965,-60.94163443599996
4347,Cementerio de El Divisadero,-29.20972219999993,-65.45063124999996
4348,Cementerio de El Aybal,-29.087321849999967,-65.35651399999995
4349,Cementerio de Puerta de San José,-27.540357899999947,-67.03183264999996
4350,Cementerio Municipal de Orense,-38.699430148999966,-59.79251071899995
4351,,-27.29307776299993,-66.90806549699994
4352,Cementerio de Corral Quemado,-27.160904099999982,-66.94387489999997
4353,,-27.01487181999994,-66.89717330899998
4354,,-32.155256503999965,-60.20414213799995
4355,Cementerio de Wheelwright,-33.78916114699996,-61.219186932999946
4356,Cementerio Pradera de Paz,-37.323096445999965,-59.08928525399995
4357,Cementerio de Santa Rosa de Calchines,-31.41987382399998,-60.33811111799997
4358,Cementerio de Río de los Sauces,-32.518873059999976,-64.58095168999995
4359,Cementerio de Pinto,-29.14439970999996,-62.642563835999965
4360,Cementerio de Talita,-32.251088151999966,-65.57761762099994
4361,Cementerio de Antofalla,-25.521378046999928,-67.61586956999997
4362,Cementerio Privado Parque Colonial,-34.626026897999964,-58.71417510599997
4363,Cementerio de Sarmiento,-30.761836845999937,-64.11400187999993
4364,Cementerio de J. B. Alberdi,-34.43027914999993,-61.87312909999997
4365,Cementerio de Tolar,-24.584170299999982,-67.38607654999998
4366,Cementerio de Villa Fontana,-30.89794511499997,-63.12685544999994
4367,Cementerio de Marull,-30.976876536999953,-62.84393440699995
4368,Cementerio de Altos de Chipión,-30.96365441599994,-62.33959079199997
4369,Cementerio Parque de Monteros,-30.71403300399993,-62.03196707799998
4370,Cementerio de Villa Tulumba,-30.401482164999948,-64.12386054499996
4371,Cementerio de El Tío,-31.40458631599995,-62.826523031999955
4372,Cementerio de Itín,-27.488156249999975,-61.31617414999994
4373,Cementerio de Miraflores,-25.666026142999954,-60.911225952999985
4374,Cementerio de San José del Morro,-33.21206609899997,-65.49472423899994
4375,Cementerio Parque Loma de Paz,-36.84933415199998,-60.34035894599998
4376,Cementerio Municipal de Rafaela,-31.25914596599995,-61.519508788999985
4377,Cementerio Ucraniano,-27.579871435999962,-55.181897394999964
4378,Cementerio de Pilar,-31.443756785999938,-61.273768136999934
4379,Cementerio de Guardia Escolta,-28.987957199999983,-62.133935349999945
4380,Cementerio Ucraniano,-28.02690239599997,-55.43211671399996
4381,,-35.87049434299996,-62.302008124999986
4382,Cementerio de Santa Elena,-30.94650194999997,-59.782979549999936
4383,Cementerio de Villa Paranacito,-33.70650468799994,-58.635450222999964
4384,Cementerio de Saira,-32.408104649999984,-62.11568799999998
4385,Cementerio de Villa Rossi,-34.29585806499995,-63.27412512999996
4386,Cementerio Parque Celestial,-34.14434989499995,-63.40919375499993
4387,Cementerio Parque Jardín de los Azahares,-30.794733149999956,-57.939930799999956
4388,Cementerio Municipal Jardín de América,-27.028866750999953,-55.232928432999984
4389,Cementerio de Eldorado,-26.403496206999932,-54.57595648599994
4390,,-26.415886470999965,-54.48410120999995
4391,Cementerio Municipal de Tartagal,-22.50867003999997,-63.80709900699998
4392,Cementerio El Prado,-33.89288980599997,-61.12546192699995
4393,Cementerio de La Carrera,-28.354394113999945,-65.70075917299994
4394,Cementerio de Sierras Bayas,-36.921802455999966,-60.15914172399994
4395,Cementerio Tyr Halen,-43.38831781899995,-65.74443155599994
4396,Cementerio Parque Los Pinos,-34.54228988999995,-59.123906258999966
4397,Cementerio de San Carlos Norte,-31.69208075399996,-61.09844911299996
4398,Cementerio Comunal de Fitz Roy,-47.03157322799996,-67.25521066799996
4399,Cementerio Judío de Corrientes,-27.487040708999928,-58.851475077999964
4400,,-27.55534218899993,-55.402080447999936
4401,Cementerio Municipal de Lincoln,-34.880355400999974,-61.57674546699997
4402,,-26.275371804999963,-53.69964129599998
4403,,-26.621721414999968,-54.74633370699996
4404,Cementerio de Villa Libertad,-27.554805649999935,-55.33440864999994
4405,Cementerio Municipal de El Hoyo,-42.05649874699998,-71.49697195699997
4406,Cementerio de Roca Chica,-27.20942804999993,-55.413781349999965
4407,Cementerio de Santo Pipó,-27.141059791999965,-55.42132400699995
4408,Cementerio de San Lorenzo,-24.731044951999934,-65.47999134399998
4409,,-26.86665920699994,-54.99369673699994
4410,Cementerio de Manuel B. de Gonnet,-35.519744199999934,-61.01891236399996
4411,Cementerio Municipal de San Justo,-34.67381064899996,-58.55366970399996
4412,,-35.21490858499993,-66.32806938599998
4413,Cementerio de Gálvez,-32.02611996299993,-61.19780808599995
4414,Cementerio Monteagudo,-27.290107854999974,-54.14660010799997
4415,Cementerio de Suipacha,-34.75770909199997,-59.70289804799995
4416,Cementerio Municipal de Tupungato,-33.35874085699993,-69.14315834499996
4417,Cementerio de Charras,-33.018088845999955,-64.04776786799994
4418,Cementerio Parque Los Álamos,-31.303551759999948,-64.12080868399994
4419,Cementerio de Vila,-31.179596964999973,-61.84362623099997
4420,Cementerio de Las Perdices,-32.71668119499998,-63.73642983499997
4421,Cementerio de Villa Tulumaya,-32.71346276399993,-68.59640974899997
4422,Cementerio de Colonia San Miguel,-36.95363815899998,-60.11459791999994
4423,Cementerio de Monte Potrero,-28.17830987399998,-65.66639266099997
4424,Cementerio de Tatané,-26.39257164999998,-58.34820359999998
4425,Cementerio Parque Valle de Paz,-28.47677443899994,-65.68689720499998
4426,Cementerio de San Carlos,-27.748295928999937,-55.91668446999995
4427,Cementerio de General Fotheringham,-32.32081246699994,-63.864135801999964
4428,Nuevo Cementerio Israelita,-32.95972818399997,-60.70944062899997
4429,Cementerio de Ramada Paso,-27.357997361999935,-58.29867877099997
4430,Cementerio de El Potrero,-27.509581956999966,-66.33264738599996
4431,Cementerio de Sauce,-30.092382688999976,-58.80228487199997
4432,Cementerio de Villa del Rosario,-30.79429357999993,-57.909907274999966
4433,Cementerio de Colonia Alemana,-30.905731510999942,-58.00128791999998
4434,Cementerio de Disidentes,-32.95171033099996,-60.68398322199994
4435,,-24.425284184999953,-59.642033742999956
4436,Cementerio de Buena Vista,-25.078851758999974,-58.38688765099994
4437,Cementerio de Tres Lagunas,-25.197927882999977,-58.52566865899996
4438,Cementerio de El Espinillo,-24.97148676599994,-58.575617127999976
4439,Cementerio de Siete Palmas,-25.186533614999973,-58.314695610999934
4440,Cementerio de Presidencia Roca,-26.13966026399993,-59.58410675499994
4441,Cementerio de San Vicente,-27.020201029999953,-54.458456085999956
4442,Cementerio de San Miguel,-27.99940532599993,-57.596873750999976
4443,Cementerio de Ibarreta,-25.202872557999967,-59.86458334699995
4444,Cementerio de San Francisco de Asís,-27.471976911999946,-54.74362189799996
4445,Cementerio de Villa Berthet,-27.298616317999972,-60.39616252099995
4446,Cementerio de Los Cipreces,-34.47106912299995,-58.561782971999946
4447,Cementerio Municipal Santa Victoria Este,-22.27262150799993,-62.70914532299997
4448,,-26.627336027999945,-54.689944828999955
4449,,-27.24394824799998,-54.73029864899996
4450,Cementerio de Panambí Km 8,-27.679209423999964,-54.97640476699996
4451,Cementerio Jardín del Rosario,-31.567176047999965,-63.515815808999946
4452,Cementerio de Ceibas,-33.50037479799994,-58.81516663399998
4453,,-39.02998059999993,-62.589241399999935
4454,Cementerio Municipal de San Salvador,-31.61761894999995,-58.51890949999995
4455,Cementerio Israelita de San Salvador,-31.617873196999938,-58.520897365999986
4456,Cementerio de Olegario Víctor Andrade,-27.55778787299994,-55.51165730599996
4457,Cementerio de Árraga,-28.052443893999964,-64.23637724199995
4458,Cementerio de Villa Silípica,-28.10664362899996,-64.16076115599998
4459,Cementerio de Sumamao,-28.16664862899995,-64.09400305899999
4460,Cementerio Parque Jardín Natural,-27.486111113999982,-58.85539328799996
4461,Cementerio de Colonia Elía,-32.662656149999975,-58.34257564999996
4462,Cementerio Municipal de San Javier,-30.596515722999982,-59.942489497999986
4463,Cementerio de Murphy,-33.63481785999994,-61.84488342299994
4464,Cementerio de Susana,-31.37452824999997,-61.51972034999994
4465,Cementerio de Tatacuá,-28.38546096799996,-58.326065891999974
4466,Cementerio de Tabay,-28.301760973999933,-58.28814472299996
4467,Cementerio de Paso de la Patria,-27.321256394999978,-58.57338192199995
4468,Cementerio de Sañogasta,-29.31900491199997,-67.59429691699995
4469,Cementerio Jardín de Funes,-32.91890564299996,-60.79106120399996
4470,Cementerio de Las Lajitas,-24.721265562999974,-64.19888701899998
4471,,-28.416079624999952,-65.78834347299994
4472,Cementerio de Lafinur,-32.05159450499997,-65.31569267299994
4473,,-32.134215849999975,-65.21605954999995
4474,Cementerio de Miguel Cané,-36.16664839499998,-63.51663463099999
4475,,-27.035109300999977,-55.03037884099996
4476,,-28.00603659199993,-65.94190982899994
4477,Cementerio de Seguí,-31.95889092999994,-60.10976110499996
4478,Cementerio de Paso de Indios,-43.86885288399998,-69.05476568899996
4479,Cementerio de El Galpón,-25.37821345599997,-64.63876495299996
4480,Cementerio de Nuestra Señora del Rosario de Caá Catí,-27.76310467099995,-57.64182897499995
4481,Cementerio de Los Juríes,-28.47428814099993,-62.11390887699997
4482,Cementerio Municipal de San Cayetano,-38.37412928499998,-59.604569485999946
4483,Cementerio Privado Colinas del Tiempo,-34.43748601999994,-58.81355978299996
4484,Cementerio Parque La Alameda,-27.34124329399998,-65.62314840099998
4485,Cementerio de San Pedro,-33.69533694599994,-59.63663277999996
4486,,-32.00020250999995,-63.60637586399997
4487,Cementerio Municipal de General Pinto,-34.567574682999975,-62.061328801999935
4488,Cementerio Protestante,-31.87177110899995,-59.98308774099996
4489,Cementerio de Pozo Borrado,-28.94004644299997,-61.71427935799994
4490,Cementerio Parque Senderos de Paz,-34.846632951999936,-60.07560469899994
4491,,-28.349831946999927,-66.15323486699998
4492,Cementerio de Coronel Belisle,-39.18452412299996,-65.94930723899995
4493,Cementerio de San Pedro de Colalao,-26.22479650799994,-65.48586680499994
4494,Cementerio de Chimpay,-39.16098583099995,-66.14230260899996
4495,Cementerio de Villa Carlos Paz,-31.44311351999994,-64.49907796599996
4496,Cementerio de Uriburu,-36.52082942599998,-63.87903998799999
4497,Cementerio de Naicó,-36.917678027999955,-64.38507670499996
4498,Cementerio Israelita de La Tablada,-34.691109697999934,-58.521617841999955
4499,Cementerio Parque,-36.66622895599994,-64.29401658199998
4500,Cementerio de Anjullón,-28.717412105999983,-66.91355712699993
4501,Cementerio de La Cuadra,-28.46266843899997,-67.67854193399995
4502,Cementerio de Diego de Alvear,-34.364858599999934,-62.13665549999996
4503,Cementerio de Arroyo Ceibal,-28.716473143999963,-59.48614242299993
4504,Cementerio Municipal de San Genaro,-32.359381249999956,-61.36091979999998
4505,,-27.604019764999975,-55.05451300799996
4506,Cementerio de Vilelas,-27.94675690699995,-62.60340093599996
4507,,-27.60360357999997,-55.12740719599998
4508,Cementerio de Panambí,-27.713621673999967,-54.91186168699994
4509,Cementerio de Sargento Cabral,-33.41582521699996,-60.605968349999955
4510,Cementerio de Puerto Libertad,-25.91070343399997,-54.61337459199996
4511,Cementerio de Santa Ana,-30.903913199999977,-57.93101759999996
4512,Cementerio Municipal de Pila,-36.01085939999996,-58.08927454999997
4513,Cementerio de Villa Constitución,-33.25136958699994,-60.342437529999984
4514,,-38.68647293199996,-61.06770135099998
4515,Cementerio de Cañada Rica,-33.53423122899994,-60.61163045899997
4516,Cementerio Solar de Paz,-35.11985886699995,-60.452090699999985
4517,Cementerio de Teodelina,-34.17107706599995,-61.539253100999986
4518,,-35.35710464999994,-64.13249574999998
4519,Cementerio de Bernasconi,-37.89181312599993,-63.76518420899998
4520,Cementerio de Caleufú,-35.57442029999993,-64.57478624999999
4521,Cementerio de Catriló,-36.38660829799994,-63.402817255999935
4522,Cementerio de Yataytí Calle,-29.03042602499994,-58.897520433999944
4523,,-27.60335607999997,-55.46099607999997
4524,Cementerio de General Acha,-37.37638157499998,-64.58707428499997
4525,Cementerio de La Adela,-38.98089049999993,-64.08105544999995
4526,Cementerio de Lonquimay,-36.46941744999998,-63.65662169999996
4527,Cementerio de Laguna Yema,-24.261356116999934,-61.23399328299996
4528,Cementerio de Comandante Fontana,-25.341466642999933,-59.701953973999935
4529,Cementerio de Parera,-35.15677596399996,-64.50189423499995
4530,Cementerio Municipal San Antonio,-26.155417047999947,-58.226056176999975
4531,Cementerio Parque Celestial,-33.37674691299998,-60.27000501599997
4532,Cementerio Vedoya,-27.490904333999936,-58.85054549499995
4533,Cementerio de Melincué,-33.66446310099997,-61.47139556099995
